SCOC	Intra-Golgi and retrograde Golgi-to-ER traffic(R)
RAB1A	Legionellosis(K)
RAB1B	Legionellosis(K)
P2RY8	Neuroactive ligand-receptor interaction(K)
P2RY6	Neuroactive ligand-receptor interaction(K)
P2RY4	Neuroactive ligand-receptor interaction(K)
P2RY4	Taste transduction(K)
P2RY2	Inflammatory mediator regulation of TRP channels(K)
P2RY2	Neuroactive ligand-receptor interaction(K)
P2RY1	Platelet activation(K)
P2RY1	Neuroactive ligand-receptor interaction(K)
P2RY1	Taste transduction(K)
P2RY1	Rap1 signaling pathway(K)
SEC11A	Protein export(K)
ADSS	Alanine, aspartate and glutamate metabolism(K)
ADSS	Purine metabolism(K)
ADSS	Metabolic pathways(K)
SEC11C	Protein export(K)
ANGPT4	PI3K-Akt signaling pathway(K)
ANGPT4	Ras signaling pathway(K)
ANGPT4	HIF-1 signaling pathway(K)
ANGPT4	Rap1 signaling pathway(K)
PPIL1	Spliceosome(K)
PPIL2	Ubiquitin mediated proteolysis(K)
ANGPT2	PI3K-Akt signaling pathway(K)
ANGPT2	Ras signaling pathway(K)
ANGPT2	HIF-1 signaling pathway(K)
ANGPT2	Rap1 signaling pathway(K)
RNGTT	mRNA surveillance pathway(K)
ANGPT1	PI3K-Akt signaling pathway(K)
ANGPT1	Ras signaling pathway(K)
ANGPT1	Rheumatoid arthritis(K)
ANGPT1	HIF-1 signaling pathway(K)
ANGPT1	Rap1 signaling pathway(K)
RAB10	Endocytosis(K)
RAB10	AMPK signaling pathway(K)
P2RX7	Calcium signaling pathway(K)
P2RX7	Neuroactive ligand-receptor interaction(K)
P2RX7	NOD-like receptor signaling pathway(K)
P2RX6	Calcium signaling pathway(K)
P2RX6	Neuroactive ligand-receptor interaction(K)
P2RX5	Calcium signaling pathway(K)
P2RX5	Neuroactive ligand-receptor interaction(K)
SNRNP40	Spliceosome(K)
P2RX4	Calcium signaling pathway(K)
P2RX4	Neuroactive ligand-receptor interaction(K)
RAB14	AMPK signaling pathway(K)
VAPA	Tight junction(K)
P2RX3	Calcium signaling pathway(K)
P2RX3	Neuroactive ligand-receptor interaction(K)
P2RX3	Taste transduction(K)
PSAT1	Biosynthesis of amino acids(K)
PSAT1	Glycine, serine and threonine metabolism(K)
PSAT1	Vitamin B6 metabolism(K)
PSAT1	Metabolic pathways(K)
PSAT1	Carbon metabolism(K)
P2RX2	Calcium signaling pathway(K)
P2RX2	Neuroactive ligand-receptor interaction(K)
P2RX2	Taste transduction(K)
P2RX1	Platelet activation(K)
P2RX1	Calcium signaling pathway(K)
P2RX1	Neuroactive ligand-receptor interaction(K)
RAB13	Tight junction(K)
PANK4	Pantothenate and CoA biosynthesis(K)
PANK4	Metabolic pathways(K)
PANK2	Pantothenate and CoA biosynthesis(K)
PANK2	Metabolic pathways(K)
PANK3	Pantothenate and CoA biosynthesis(K)
PANK3	Metabolic pathways(K)
CALML5	Tuberculosis(K)
CALML5	Estrogen signaling pathway(K)
CALML5	Calcium signaling pathway(K)
CALML5	Vascular smooth muscle contraction(K)
CALML5	Adrenergic signaling in cardiomyocytes(K)
CALML5	Glucagon signaling pathway(K)
CALML5	Olfactory transduction(K)
CALML5	Amphetamine addiction(K)
CALML5	Oxytocin signaling pathway(K)
CALML5	Oocyte meiosis(K)
CALML5	Gastric acid secretion(K)
CALML5	cAMP signaling pathway(K)
CALML5	Ras signaling pathway(K)
CALML5	Long-term potentiation(K)
CALML5	Aldosterone synthesis and secretion(K)
CALML5	Salivary secretion(K)
CALML5	Pertussis(K)
CALML5	Rap1 signaling pathway(K)
CALML5	Circadian entrainment(K)
CALML5	Insulin signaling pathway(K)
CALML5	Dopaminergic synapse(K)
CALML5	Inflammatory mediator regulation of TRP channels(K)
CALML5	Renin secretion(K)
CALML5	cGMP-PKG signaling pathway(K)
CALML5	Melanogenesis(K)
CALML5	Phosphatidylinositol signaling system(K)
CALML5	Phototransduction(K)
CALML5	Alcoholism(K)
CALML5	Neurotrophin signaling pathway(K)
CALML5	GnRH signaling pathway(K)
CALML5	Glioma(K)
CALML5	Alzheimer's disease(K)
VARS	Aminoacyl-tRNA biosynthesis(K)
CALML6	Tuberculosis(K)
CALML6	Estrogen signaling pathway(K)
CALML6	Calcium signaling pathway(K)
CALML6	Vascular smooth muscle contraction(K)
CALML6	Adrenergic signaling in cardiomyocytes(K)
CALML6	Glucagon signaling pathway(K)
CALML6	Olfactory transduction(K)
CALML6	Amphetamine addiction(K)
CALML6	Oxytocin signaling pathway(K)
CALML6	Oocyte meiosis(K)
CALML6	Gastric acid secretion(K)
CALML6	cAMP signaling pathway(K)
CALML6	Ras signaling pathway(K)
CALML6	Long-term potentiation(K)
CALML6	Aldosterone synthesis and secretion(K)
CALML6	Salivary secretion(K)
CALML6	Pertussis(K)
CALML6	Rap1 signaling pathway(K)
CALML6	Circadian entrainment(K)
CALML6	Insulin signaling pathway(K)
CALML6	Dopaminergic synapse(K)
CALML6	Inflammatory mediator regulation of TRP channels(K)
CALML6	Renin secretion(K)
CALML6	cGMP-PKG signaling pathway(K)
CALML6	Melanogenesis(K)
CALML6	Phosphatidylinositol signaling system(K)
CALML6	Phototransduction(K)
CALML6	Alcoholism(K)
CALML6	Neurotrophin signaling pathway(K)
CALML6	GnRH signaling pathway(K)
CALML6	Glioma(K)
CALML6	Alzheimer's disease(K)
PANK1	Pantothenate and CoA biosynthesis(K)
PANK1	Metabolic pathways(K)
FCF1	Ribosome biogenesis in eukaryotes(K)
CALML3	Tuberculosis(K)
CALML3	Estrogen signaling pathway(K)
CALML3	Calcium signaling pathway(K)
CALML3	Vascular smooth muscle contraction(K)
CALML3	Adrenergic signaling in cardiomyocytes(K)
CALML3	Glucagon signaling pathway(K)
CALML3	Olfactory transduction(K)
CALML3	Amphetamine addiction(K)
CALML3	Oxytocin signaling pathway(K)
CALML3	Oocyte meiosis(K)
CALML3	Gastric acid secretion(K)
CALML3	cAMP signaling pathway(K)
CALML3	Ras signaling pathway(K)
CALML3	Long-term potentiation(K)
CALML3	Aldosterone synthesis and secretion(K)
CALML3	Salivary secretion(K)
CALML3	Pertussis(K)
CALML3	Rap1 signaling pathway(K)
CALML3	Circadian entrainment(K)
CALML3	Insulin signaling pathway(K)
CALML3	Dopaminergic synapse(K)
CALML3	Inflammatory mediator regulation of TRP channels(K)
CALML3	Renin secretion(K)
CALML3	cGMP-PKG signaling pathway(K)
CALML3	Melanogenesis(K)
CALML3	Phosphatidylinositol signaling system(K)
CALML3	Phototransduction(K)
CALML3	Alcoholism(K)
CALML3	Neurotrophin signaling pathway(K)
CALML3	GnRH signaling pathway(K)
CALML3	Glioma(K)
CALML3	Alzheimer's disease(K)
PPP2R2A	Chagas disease (American trypanosomiasis)(K)
PPP2R2A	Dopaminergic synapse(K)
PPP2R2A	mRNA surveillance pathway(K)
PPP2R2A	Tight junction(K)
PPP2R2A	PI3K-Akt signaling pathway(K)
PPP2R2A	Sphingolipid signaling pathway(K)
PPP2R2A	Hepatitis C(K)
PPP2R2A	Adrenergic signaling in cardiomyocytes(K)
PPP2R2A	Hippo signaling pathway(K)
PPP2R2A	AMPK signaling pathway(K)
CALML4	Tuberculosis(K)
CALML4	Estrogen signaling pathway(K)
CALML4	Calcium signaling pathway(K)
CALML4	Vascular smooth muscle contraction(K)
CALML4	Adrenergic signaling in cardiomyocytes(K)
CALML4	Glucagon signaling pathway(K)
CALML4	Olfactory transduction(K)
CALML4	Amphetamine addiction(K)
CALML4	Oxytocin signaling pathway(K)
CALML4	Oocyte meiosis(K)
CALML4	Gastric acid secretion(K)
CALML4	cAMP signaling pathway(K)
CALML4	Ras signaling pathway(K)
CALML4	Long-term potentiation(K)
CALML4	Aldosterone synthesis and secretion(K)
CALML4	Salivary secretion(K)
CALML4	Pertussis(K)
CALML4	Rap1 signaling pathway(K)
CALML4	Circadian entrainment(K)
CALML4	Insulin signaling pathway(K)
CALML4	Dopaminergic synapse(K)
CALML4	Inflammatory mediator regulation of TRP channels(K)
CALML4	Renin secretion(K)
CALML4	cGMP-PKG signaling pathway(K)
CALML4	Melanogenesis(K)
CALML4	Phosphatidylinositol signaling system(K)
CALML4	Phototransduction(K)
CALML4	Alcoholism(K)
CALML4	Neurotrophin signaling pathway(K)
CALML4	GnRH signaling pathway(K)
CALML4	Glioma(K)
CALML4	Alzheimer's disease(K)
TP53AIP1	p53 signaling pathway(K)
TP53AIP1	Apoptosis(K)
PPP2R1B	Chagas disease (American trypanosomiasis)(K)
PPP2R1B	Dopaminergic synapse(K)
PPP2R1B	Tight junction(K)
PPP2R1B	TGF-beta signaling pathway(K)
PPP2R1B	Hepatitis C(K)
PPP2R1B	Adrenergic signaling in cardiomyocytes(K)
PPP2R1B	Hippo signaling pathway(K)
PPP2R1B	AMPK signaling pathway(K)
PPP2R1B	Oocyte meiosis(K)
PPP2R1B	mRNA surveillance pathway(K)
PPP2R1B	Long-term depression(K)
PPP2R1B	PI3K-Akt signaling pathway(K)
PPP2R1B	Sphingolipid signaling pathway(K)
RPL18A	Ribosome(K)
KAT5	HTLV-I infection(K)
PPP2R1A	Chagas disease (American trypanosomiasis)(K)
PPP2R1A	Dopaminergic synapse(K)
PPP2R1A	Tight junction(K)
PPP2R1A	TGF-beta signaling pathway(K)
PPP2R1A	Hepatitis C(K)
PPP2R1A	Adrenergic signaling in cardiomyocytes(K)
PPP2R1A	Hippo signaling pathway(K)
PPP2R1A	AMPK signaling pathway(K)
PPP2R1A	Oocyte meiosis(K)
PPP2R1A	mRNA surveillance pathway(K)
PPP2R1A	Long-term depression(K)
PPP2R1A	PI3K-Akt signaling pathway(K)
PPP2R1A	Sphingolipid signaling pathway(K)
RPL36AL	Ribosome(K)
FTH1	Mineral absorption(K)
SEPHS1	Selenocompound metabolism(K)
SEPHS1	Metabolic pathways(K)
SEPHS2	Selenocompound metabolism(K)
SEPHS2	Metabolic pathways(K)
SIL1	Protein processing in endoplasmic reticulum(K)
ICOSLG	Intestinal immune network for IgA production(K)
ICOSLG	Cell adhesion molecules (CAMs)(K)
TKTL2	Biosynthesis of amino acids(K)
TKTL2	Metabolic pathways(K)
TKTL2	Carbon metabolism(K)
TKTL2	Pentose phosphate pathway(K)
TKTL1	Biosynthesis of amino acids(K)
TKTL1	Metabolic pathways(K)
TKTL1	Carbon metabolism(K)
TKTL1	Pentose phosphate pathway(K)
IL15RA	HTLV-I infection(K)
IL15RA	Intestinal immune network for IgA production(K)
IL15RA	Jak-STAT signaling pathway(K)
IL15RA	Cytokine-cytokine receptor interaction(K)
ATP6V0E1	Synaptic vesicle cycle(K)
ATP6V0E1	Phagosome(K)
ATP6V0E1	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0E1	Rheumatoid arthritis(K)
ATP6V0E1	Oxidative phosphorylation(K)
ATP6V0E1	Collecting duct acid secretion(K)
ATP6V0E1	Vibrio cholerae infection(K)
ATP6V0E1	Metabolic pathways(K)
AP1B1	Lysosome(K)
FLT3LG	Pathways in cancer(K)
FLT3LG	Hematopoietic cell lineage(K)
FLT3LG	Cytokine-cytokine receptor interaction(K)
MAPK8IP2	MAPK signaling pathway(K)
MAPK8IP3	MAPK signaling pathway(K)
MAPK8IP1	MAPK signaling pathway(K)
KARS	Aminoacyl-tRNA biosynthesis(K)
SIK1	Glucagon signaling pathway(K)
TLN2	HTLV-I infection(K)
TLN2	Focal adhesion(K)
TLN2	Platelet activation(K)
TLN2	Rap1 signaling pathway(K)
DNA2	DNA replication(K)
SIK2	Glucagon signaling pathway(K)
ATP6V0D1	Synaptic vesicle cycle(K)
ATP6V0D1	Tuberculosis(K)
ATP6V0D1	Phagosome(K)
ATP6V0D1	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0D1	Rheumatoid arthritis(K)
ATP6V0D1	Oxidative phosphorylation(K)
ATP6V0D1	Collecting duct acid secretion(K)
ATP6V0D1	Lysosome(K)
ATP6V0D1	Vibrio cholerae infection(K)
ATP6V0D1	Viral carcinogenesis(K)
ATP6V0D1	Metabolic pathways(K)
TLN1	HTLV-I infection(K)
TLN1	Focal adhesion(K)
TLN1	Platelet activation(K)
TLN1	Rap1 signaling pathway(K)
ATP6V0D2	Synaptic vesicle cycle(K)
ATP6V0D2	Tuberculosis(K)
ATP6V0D2	Phagosome(K)
ATP6V0D2	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0D2	Rheumatoid arthritis(K)
ATP6V0D2	Oxidative phosphorylation(K)
ATP6V0D2	Collecting duct acid secretion(K)
ATP6V0D2	Lysosome(K)
ATP6V0D2	Vibrio cholerae infection(K)
ATP6V0D2	Viral carcinogenesis(K)
ATP6V0D2	Metabolic pathways(K)
TWIST2	Proteoglycans in cancer(K)
TWIST1	Proteoglycans in cancer(K)
MYL12A	Focal adhesion(K)
MYL12A	Tight junction(K)
MYL12A	Platelet activation(K)
MYL12A	Regulation of actin cytoskeleton(K)
MYL12A	Leukocyte transendothelial migration(K)
MYL12B	Focal adhesion(K)
MYL12B	Tight junction(K)
MYL12B	Platelet activation(K)
MYL12B	Regulation of actin cytoskeleton(K)
MYL12B	Leukocyte transendothelial migration(K)
ATP6V0A2	Synaptic vesicle cycle(K)
ATP6V0A2	Tuberculosis(K)
ATP6V0A2	Phagosome(K)
ATP6V0A2	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0A2	Rheumatoid arthritis(K)
ATP6V0A2	Oxidative phosphorylation(K)
ATP6V0A2	Collecting duct acid secretion(K)
ATP6V0A2	Lysosome(K)
ATP6V0A2	Vibrio cholerae infection(K)
ATP6V0A2	Metabolic pathways(K)
TP53BP2	Hippo signaling pathway(K)
ATP6V0A4	Synaptic vesicle cycle(K)
ATP6V0A4	Tuberculosis(K)
ATP6V0A4	Phagosome(K)
ATP6V0A4	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0A4	Rheumatoid arthritis(K)
ATP6V0A4	Oxidative phosphorylation(K)
ATP6V0A4	Collecting duct acid secretion(K)
ATP6V0A4	Lysosome(K)
ATP6V0A4	Vibrio cholerae infection(K)
ATP6V0A4	Metabolic pathways(K)
TP53BP1	NOD-like receptor signaling pathway(K)
CCR10	Intestinal immune network for IgA production(K)
CCR10	Chemokine signaling pathway(K)
CCR10	Cytokine-cytokine receptor interaction(K)
ATP6V0A1	Synaptic vesicle cycle(K)
ATP6V0A1	Tuberculosis(K)
ATP6V0A1	Phagosome(K)
ATP6V0A1	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0A1	Rheumatoid arthritis(K)
ATP6V0A1	Oxidative phosphorylation(K)
ATP6V0A1	Collecting duct acid secretion(K)
ATP6V0A1	Lysosome(K)
ATP6V0A1	Vibrio cholerae infection(K)
ATP6V0A1	Metabolic pathways(K)
VASP	Fc gamma R-mediated phagocytosis(K)
VASP	Focal adhesion(K)
VASP	Platelet activation(K)
VASP	Rap1 signaling pathway(K)
VASP	cGMP-PKG signaling pathway(K)
VASP	Leukocyte transendothelial migration(K)
SETDB1	Lysine degradation(K)
SETDB1	Signaling pathways regulating pluripotency of stem cells(K)
SETDB2	Lysine degradation(K)
PYCR1	Biosynthesis of amino acids(K)
PYCR1	Arginine and proline metabolism(K)
PYCR1	Metabolic pathways(K)
PYCR2	Biosynthesis of amino acids(K)
PYCR2	Arginine and proline metabolism(K)
PYCR2	Metabolic pathways(K)
HAL	Histidine metabolism(K)
HAL	Metabolic pathways(K)
17712	Serotonergic synapse(K)
17712	Drug metabolism - cytochrome P450(K)
17712	Endocrine resistance(K)
17712	Metabolism of xenobiotics by cytochrome P450(K)
TOP2A	Platinum drug resistance(K)
OR4E2	Olfactory transduction(K)
TOP2B	Platinum drug resistance(K)
COL18A1	Protein digestion and absorption(K)
OR4E1	Olfactory transduction(K)
HIP1	Huntington's disease(K)
HBB	Malaria(K)
HBB	African trypanosomiasis(K)
LIMD1	Hippo signaling pathway -multiple species(K)
LIMD1	Hippo signaling pathway(K)
OR4D9	Olfactory transduction(K)
OR4D6	Olfactory transduction(K)
OR4D5	Olfactory transduction(K)
RAB8A	Pancreatic secretion(K)
RAB8A	Endocytosis(K)
RAB8A	AMPK signaling pathway(K)
VAV3	Fc gamma R-mediated phagocytosis(K)
VAV3	Focal adhesion(K)
VAV3	B cell receptor signaling pathway(K)
VAV3	T cell receptor signaling pathway(K)
VAV3	Regulation of actin cytoskeleton(K)
VAV3	Chemokine signaling pathway(K)
VAV3	cAMP signaling pathway(K)
VAV3	Natural killer cell mediated cytotoxicity(K)
VAV3	Fc epsilon RI signaling pathway(K)
VAV3	Leukocyte transendothelial migration(K)
OR4D2	Olfactory transduction(K)
TOP3B	Homologous recombination(K)
TOP3B	Fanconi anemia pathway(K)
PSENEN	Notch signaling pathway(K)
PSENEN	Alzheimer's disease(K)
OR4D1	Olfactory transduction(K)
TOP3A	Homologous recombination(K)
TOP3A	Fanconi anemia pathway(K)
RENBP	Amino sugar and nucleotide sugar metabolism(K)
VAV1	Fc gamma R-mediated phagocytosis(K)
VAV1	Focal adhesion(K)
VAV1	B cell receptor signaling pathway(K)
VAV1	T cell receptor signaling pathway(K)
VAV1	Regulation of actin cytoskeleton(K)
VAV1	Chemokine signaling pathway(K)
VAV1	cAMP signaling pathway(K)
VAV1	Natural killer cell mediated cytotoxicity(K)
VAV1	Fc epsilon RI signaling pathway(K)
VAV1	Leukocyte transendothelial migration(K)
VAV2	Fc gamma R-mediated phagocytosis(K)
VAV2	Focal adhesion(K)
VAV2	B cell receptor signaling pathway(K)
VAV2	T cell receptor signaling pathway(K)
VAV2	Regulation of actin cytoskeleton(K)
VAV2	Chemokine signaling pathway(K)
VAV2	cAMP signaling pathway(K)
VAV2	Proteoglycans in cancer(K)
VAV2	Natural killer cell mediated cytotoxicity(K)
VAV2	Fc epsilon RI signaling pathway(K)
VAV2	Rap1 signaling pathway(K)
VAV2	Leukocyte transendothelial migration(K)
TLR1	Tuberculosis(K)
TLR1	Toll-like receptor signaling pathway(K)
HCK	Fc gamma R-mediated phagocytosis(K)
HCK	Chemokine signaling pathway(K)
ALDH5A1	Butanoate metabolism(K)
ALDH5A1	Alanine, aspartate and glutamate metabolism(K)
ALDH5A1	Metabolic pathways(K)
TLR9	Chagas disease (American trypanosomiasis)(K)
TLR9	Tuberculosis(K)
TLR9	Measles(K)
TLR9	Malaria(K)
TLR9	Toll-like receptor signaling pathway(K)
TLR9	Herpes simplex infection(K)
TLR9	African trypanosomiasis(K)
TLR8	Toll-like receptor signaling pathway(K)
TLR7	Measles(K)
TLR7	Influenza A(K)
TLR7	Toll-like receptor signaling pathway(K)
OR4C6	Olfactory transduction(K)
TLR6	Chagas disease (American trypanosomiasis)(K)
TLR6	Tuberculosis(K)
TLR6	Phagosome(K)
TLR6	Toll-like receptor signaling pathway(K)
TLR5	Legionellosis(K)
TLR5	Inflammatory bowel disease (IBD)(K)
TLR5	Pathogenic Escherichia coli infection(K)
TLR5	Salmonella infection(K)
TLR5	Toll-like receptor signaling pathway(K)
RAB7B	Phagosome(K)
RAB7B	Salmonella infection(K)
RAB7B	Amoebiasis(K)
TLR4	Chagas disease (American trypanosomiasis)(K)
TLR4	Tuberculosis(K)
TLR4	NF-kappa B signaling pathway(K)
TLR4	Legionellosis(K)
TLR4	Rheumatoid arthritis(K)
TLR4	Inflammatory bowel disease (IBD)(K)
TLR4	Hepatitis B(K)
TLR4	Toll-like receptor signaling pathway(K)
TLR4	NOD-like receptor signaling pathway(K)
TLR4	Amoebiasis(K)
TLR4	Phagosome(K)
TLR4	Toxoplasmosis(K)
TLR4	Measles(K)
TLR4	PI3K-Akt signaling pathway(K)
TLR4	Influenza A(K)
TLR4	Pathogenic Escherichia coli infection(K)
TLR4	HIF-1 signaling pathway(K)
TLR4	Proteoglycans in cancer(K)
TLR4	Malaria(K)
TLR4	Salmonella infection(K)
TLR4	Pertussis(K)
TLR4	Leishmaniasis(K)
TLR3	Influenza A(K)
TLR3	Hepatitis C(K)
TLR3	Hepatitis B(K)
TLR3	Toll-like receptor signaling pathway(K)
TLR3	Herpes simplex infection(K)
OR4C3	Olfactory transduction(K)
RAB7A	Tuberculosis(K)
RAB7A	Phagosome(K)
RAB7A	Endocytosis(K)
RAB7A	Salmonella infection(K)
RAB7A	Amoebiasis(K)
TLR2	Chagas disease (American trypanosomiasis)(K)
TLR2	Tuberculosis(K)
TLR2	Legionellosis(K)
TLR2	Rheumatoid arthritis(K)
TLR2	Inflammatory bowel disease (IBD)(K)
TLR2	Hepatitis B(K)
TLR2	Toll-like receptor signaling pathway(K)
TLR2	Amoebiasis(K)
TLR2	Phagosome(K)
TLR2	Toxoplasmosis(K)
TLR2	Measles(K)
TLR2	PI3K-Akt signaling pathway(K)
TLR2	Proteoglycans in cancer(K)
TLR2	Malaria(K)
TLR2	Leishmaniasis(K)
TLR2	Herpes simplex infection(K)
GUCY2C	Purine metabolism(K)
GUCY2D	Phototransduction(K)
GUCY2D	Purine metabolism(K)
GUCY2D	Olfactory transduction(K)
HDC	Histidine metabolism(K)
HDC	Metabolic pathways(K)
RFNG	Notch signaling pathway(K)
RFNG	Other types of O-glycan biosynthesis(K)
GUCY2F	Phototransduction(K)
GUCY2F	Purine metabolism(K)
NKD1	Wnt signaling pathway(K)
NKD1	Hippo signaling pathway(K)
NKD2	Wnt signaling pathway(K)
APBB1	Alzheimer's disease(K)
ATP6V0E2	Synaptic vesicle cycle(K)
ATP6V0E2	Phagosome(K)
ATP6V0E2	Epithelial cell signaling in Helicobacter pylori infection(K)
ATP6V0E2	Rheumatoid arthritis(K)
ATP6V0E2	Oxidative phosphorylation(K)
ATP6V0E2	Collecting duct acid secretion(K)
ATP6V0E2	Vibrio cholerae infection(K)
ATP6V0E2	Metabolic pathways(K)
GABRE	Nicotine addiction(K)
GABRE	Retrograde endocannabinoid signaling(K)
GABRE	Morphine addiction(K)
GABRE	Neuroactive ligand-receptor interaction(K)
GABRE	GABAergic synapse(K)
GABRD	Nicotine addiction(K)
GABRD	Retrograde endocannabinoid signaling(K)
GABRD	Morphine addiction(K)
GABRD	Neuroactive ligand-receptor interaction(K)
GABRD	GABAergic synapse(K)
DUOX2	Thyroid hormone synthesis(K)
OR4B1	Olfactory transduction(K)
GABRQ	Nicotine addiction(K)
GABRQ	Retrograde endocannabinoid signaling(K)
GABRQ	Morphine addiction(K)
GABRQ	Neuroactive ligand-receptor interaction(K)
GABRQ	GABAergic synapse(K)
GABRP	Nicotine addiction(K)
GABRP	Retrograde endocannabinoid signaling(K)
GABRP	Morphine addiction(K)
GABRP	Neuroactive ligand-receptor interaction(K)
GABRP	GABAergic synapse(K)
SORBS1	Adherens junction(K)
SORBS1	PPAR signaling pathway(K)
SORBS1	Insulin signaling pathway(K)
RAB11A	Vasopressin-regulated water reabsorption(K)
RAB11A	Endocrine and other factor-regulated calcium reabsorption(K)
RAB11A	Pancreatic secretion(K)
RAB11A	Endocytosis(K)
RAB11B	Vasopressin-regulated water reabsorption(K)
RAB11B	Endocytosis(K)
RAB11B	AMPK signaling pathway(K)
CAPZA3	Endocytosis(K)
CAPZA1	Endocytosis(K)
CAPZA2	Endocytosis(K)
RAB9A	Measles(K)
OR4A5	Olfactory transduction(K)
RAB9B	Measles(K)
OR2T12	Olfactory transduction(K)
OR2T10	Olfactory transduction(K)
HOXA11	Transcriptional misregulation in cancer(K)
OR2T11	Olfactory transduction(K)
HOXA10	Transcriptional misregulation in cancer(K)
SPDYE11	Oocyte meiosis(K)
SPDYE11	Progesterone-mediated oocyte maturation(K)
HGD	Tyrosine metabolism(K)
HGD	Metabolic pathways(K)
HGF	Pathways in cancer(K)
HGF	EGFR tyrosine kinase inhibitor resistance(K)
HGF	Focal adhesion(K)
HGF	PI3K-Akt signaling pathway(K)
HGF	Ras signaling pathway(K)
HGF	Proteoglycans in cancer(K)
HGF	Malaria(K)
HGF	Rap1 signaling pathway(K)
HGF	Melanoma(K)
HGF	Renal cell carcinoma(K)
HGF	Cytokine-cytokine receptor interaction(K)
ALG14	Metabolic pathways(K)
ALG14	N-Glycan biosynthesis(K)
SHISA5	p53 signaling pathway(K)
SPDYE16	Oocyte meiosis(K)
SPDYE16	Progesterone-mediated oocyte maturation(K)
ALG13	Metabolic pathways(K)
ALG13	N-Glycan biosynthesis(K)
SPDYE17	Oocyte meiosis(K)
SPDYE17	Progesterone-mediated oocyte maturation(K)
ALG12	Metabolic pathways(K)
ALG12	N-Glycan biosynthesis(K)
SPDYE18	Oocyte meiosis(K)
SPDYE18	Progesterone-mediated oocyte maturation(K)
ALG11	Metabolic pathways(K)
ALG11	N-Glycan biosynthesis(K)
ALG10	Metabolic pathways(K)
ALG10	N-Glycan biosynthesis(K)
ATP5J2	Oxidative phosphorylation(K)
ATP5J2	Metabolic pathways(K)
PRPF4	Spliceosome(K)
MYCN	Transcriptional misregulation in cancer(K)
PRPF6	Spliceosome(K)
HGS	Phagosome(K)
HGS	Endocytosis(K)
FANCD2	Fanconi anemia pathway(K)
PRPF3	Spliceosome(K)
EFNA5	PI3K-Akt signaling pathway(K)
EFNA5	Ras signaling pathway(K)
EFNA5	Axon guidance(K)
EFNA5	Rap1 signaling pathway(K)
EFNA4	PI3K-Akt signaling pathway(K)
EFNA4	Ras signaling pathway(K)
EFNA4	Axon guidance(K)
EFNA4	Rap1 signaling pathway(K)
PRPF8	Spliceosome(K)
EFNB2	Axon guidance(K)
EFNB1	Axon guidance(K)
EFNB3	Axon guidance(K)
UAP1L1	Amino sugar and nucleotide sugar metabolism(K)
UAP1L1	Metabolic pathways(K)
OR4F6	Olfactory transduction(K)
OR4F5	Olfactory transduction(K)
OR4F4	Olfactory transduction(K)
OR4F3	Olfactory transduction(K)
EIF2S2	RNA transport(K)
EIF2S1	Measles(K)
EIF2S1	Apoptosis(K)
EIF2S1	Non-alcoholic fatty liver disease (NAFLD)(K)
EIF2S1	Influenza A(K)
EIF2S1	RNA transport(K)
EIF2S1	Protein processing in endoplasmic reticulum(K)
EIF2S1	Hepatitis C(K)
EIF2S1	Herpes simplex infection(K)
CRLS1	Glycerophospholipid metabolism(K)
CRLS1	Metabolic pathways(K)
POU2F3	Herpes simplex infection(K)
EFNA1	PI3K-Akt signaling pathway(K)
EFNA1	Ras signaling pathway(K)
